symbol,window,timestamp,price
BUSD,crisis,1678406481,1.0013123403342095
BUSD,crisis,1678410063,1.0001783085818632
BUSD,crisis,1678413696,1.0005007397267283
BUSD,crisis,1678417072,1.001
BUSD,crisis,1678420677,1.001
BUSD,crisis,1678424272,1.002
BUSD,crisis,1678428074,1.0005055327711707
BUSD,crisis,1678431698,1.0010074314438677
BUSD,crisis,1678435069,0.999698
BUSD,crisis,1678438673,1.003
BUSD,crisis,1678442398,1.0017565901474068
BUSD,crisis,1678445871,1.007
BUSD,crisis,1678449634,1.0044650103460948
BUSD,crisis,1678453069,1.003
BUSD,crisis,1678456799,1.0008595883525697
BUSD,crisis,1678460410,0.992116965107361
BUSD,crisis,1678464015,1.0022487481792894
BUSD,crisis,1678467638,0.9998078982222893
BUSD,crisis,1678471244,1.0026000727402908
BUSD,crisis,1678474795,1.0000221122292945
BUSD,crisis,1678478430,1.0004316624613108
BUSD,crisis,1678481876,1.0
BUSD,crisis,1678485625,1.00353154345669
BUSD,crisis,1678489284,0.9976042417314487
BUSD,crisis,1678492862,0.9968429084325849
BUSD,crisis,1678496489,0.9952378334507418
BUSD,crisis,1678499855,0.990526
BUSD,crisis,1678503645,0.9933578145540983
BUSD,crisis,1678507256,0.9945124501771814
BUSD,crisis,1678510678,0.998158
BUSD,crisis,1678514399,0.9965992021212767
BUSD,crisis,1678518000,0.9974364265917136
BUSD,crisis,1678521477,0.990483
BUSD,crisis,1678525191,0.9953286375461152
BUSD,crisis,1678528667,0.997605
BUSD,crisis,1678532421,0.9947732815858757
BUSD,crisis,1678536090,0.994059775989732
BUSD,crisis,1678539645,0.9947688555944326
BUSD,crisis,1678543192,0.9932221279084255
BUSD,crisis,1678546674,0.993899
BUSD,crisis,1678550400,0.9926716110445586
BUSD,crisis,1678554004,0.9929653120106278
BUSD,crisis,1678557618,0.991638889425772
BUSD,crisis,1678561072,0.993604
BUSD,crisis,1678564954,0.9947902766570077
BUSD,crisis,1678568463,0.9957851165698457
BUSD,crisis,1678572009,0.997205822417849
BUSD,crisis,1678575583,0.9939541126992644
BUSD,crisis,1678579077,0.995087
BUSD,crisis,1678582821,0.997269829938724
BUSD,crisis,1678586407,0.9943673908980124
BUSD,crisis,1678590065,0.992458277407978
BUSD,crisis,1678593667,0.9959931503491989
BUSD,crisis,1678597273,0.9955058712395355
BUSD,crisis,1678600837,0.9968858308862515
BUSD,crisis,1678604265,0.995995
BUSD,crisis,1678607875,0.994615
BUSD,crisis,1678611597,0.9958529164338493
BUSD,crisis,1678615201,0.9935209097880691
BUSD,crisis,1678618885,0.9964592131154228
BUSD,crisis,1678622482,0.995684327820843
BUSD,crisis,1678626050,0.9954626949145955
BUSD,crisis,1678629629,0.995610549498571
BUSD,crisis,1678633262,0.9931879387121979
BUSD,crisis,1678636860,0.9949299383232104
BUSD,crisis,1678640270,1.006
BUSD,crisis,1678644145,1.006
BUSD,crisis,1678647603,1.0098494383071024
BUSD,crisis,1678651073,1.006
BUSD,crisis,1678654665,1.003
BUSD,crisis,1678658270,1.004
BUSD,crisis,1678662005,1.0016679374302015
BUSD,crisis,1678665664,1.0093268901029488
